player_name,Pos,MP,Min,goals,height_cm,weight_kg,Team,team_status,BMI
Ãlex Baena,"MF,FW",7,481,1,175,69,Spain,advanced,22.53061224489796
Mikel Merino,MF,8,199,2,188,83,Spain,advanced,23.48347668628339
Mikel Oyarzabal,FW,8,601,5,181,78,Spain,advanced,23.808797045267237
Pedro Porro,DF,6,563,2,176,68,Spain,advanced,21.952479338842977
Fabián Ruiz Peña,MF,8,321,1,189,69,Spain,advanced,19.31636852271773
Ferran Torres,FW,8,288,1,184,79,Spain,advanced,23.334120982986768
Lamine Yamal,"MF,FW",8,614,1,180,76,Spain,advanced,23.456790123456788
Pau CubarsÃ­,DF,8,750,0,181,78,Spain,advanced,23.808797045267237
Marc Cucurella,DF,8,750,0,175,66,Spain,advanced,21.551020408163264
Eric GarcÃ­a,"DF,MF",1,22,0,183,77,Spain,advanced,22.99262444384723
Gavi,FW,2,76,0,173,68,Spain,advanced,22.720438370810918
Borja Iglesias,FW,1,1,0,187,86,Spain,advanced,24.59321112985787
Aymeric Laporte,DF,8,727,0,189,86,Spain,advanced,24.075473810923548
Marcos Llorente,DF,3,187,0,182,73,Spain,advanced,22.03840115928028
Dani Olmo,MF,8,491,0,176,73,Spain,advanced,23.56663223140496
Pedri,MF,8,499,0,174,68,Spain,advanced,22.460034350640772
Yéremy Pino,"FW,MF",2,70,0,172,64,Spain,advanced,21.63331530557058
Marc Pubill,DF,1,1,0,190,86,Spain,advanced,23.822714681440445
Rodri,MF,8,724,0,190,84,Spain,advanced,23.26869806094183
Unai Simón,GK,8,750,0,190,87,Spain,advanced,24.099722991689752
Nico Williams,MF,6,113,0,180,67,Spain,advanced,20.679012345679013
Martín Zubimendi,MF,1,22,0,180,73,Spain,advanced,22.530864197530864
JuliÃ¡n Ãlvarez,FW,8,602,1,173,71,Argentina,advanced,23.722810651876106
Enzo FernÃ¡ndez,MF,7,659,2,178,76,Argentina,advanced,23.98687034465345
Giovani Lo Celso,MF,1,59,1,175,68,Argentina,advanced,22.20408163265306
Alexis Mac Allister,MF,8,750,1,174,73,Argentina,advanced,24.111507464658473
Lautaro MartÃ­nez,FW,7,310,3,174,72,Argentina,advanced,23.781212841854934
Lisandro MartÃ­nez,DF,7,624,1,178,78,Argentina,advanced,24.61810377477591
Lionel Messi,FW,8,740,8,170,67,Argentina,advanced,23.18339100346021
Cristian Romero,DF,7,608,1,185,78,Argentina,advanced,22.79035792549306
Thiago Almada,MF,5,241,0,170,62,Argentina,advanced,21.453287197231838
ValentÃ­n Barco,"DF,MF",1,20,0,186,66,Argentina,advanced,19.07734998265695
Rodrigo De Paul,MF,7,491,0,178,69,Argentina,advanced,21.777553339224845
NicolÃ¡s GonzÃ¡lez,MF,7,259,0,180,72,Argentina,advanced,22.22222222222222
Flaco LÃ³pez,FW,2,20,0,188,77,Argentina,advanced,21.785875961973744
Emiliano MartÃ­nez,GK,8,810,0,193,97,Argentina,advanced,26.040967542752828
Facundo Medina,DF,5,308,0,184,78,Argentina,advanced,23.03875236294896
Nahuel Molina,DF,7,528,0,175,69,Argentina,advanced,22.53061224489796
Gonzalo Montiel,DF,6,192,0,180,68,Argentina,advanced,20.98765432098765
NicolÃ¡s Otamendi,DF,7,247,0,183,82,Argentina,advanced,24.48565200513601
Exequiel Palacios,DF,1,90,0,177,68,Argentina,advanced,21.705129432793896
Leandro Paredes,MF,7,473,0,182,74,Argentina,advanced,22.34029706557179
NicolÃ¡s Paz,MF,2,71,0,185,81,Argentina,advanced,23.66691015339664
Marcos Senesi,DF,2,109,0,184,78,Argentina,advanced,23.03875236294896
Giuliano Simeone,FW,3,192,0,184,74,Argentina,advanced,21.85727788279773
NicolÃ¡s Tagliafico,DF,7,476,0,172,64,Argentina,advanced,21.63331530557058
Jude Bellingham,MF,8,614,7,186,74,England,advanced,21.389756041160826
Anthony Gordon,MF,6,396,1,173,72,England,advanced,24.0569347455645
Harry Kane,FW,7,652,6,188,86,England,advanced,24.332277048438208
Ezri Konsa,DF,8,647,1,183,77,England,advanced,22.99262444384723
Marcus Rashford,MF,6,223,1,180,79,England,advanced,24.382716049382715
Declan Rice,MF,7,557,1,185,83,England,advanced,24.251278305332356
Bukayo Saka,MF,7,358,3,178,72,England,advanced,22.724403484408533
Elliot Anderson,MF,8,632,0,179,72,England,advanced,22.47120876377142
Dan Burn,DF,3,35,0,198,87,England,advanced,22.19161310070401
Trevoh Chalobah,"DF,MF",1,1,0,190,74,England,advanced,20.498614958448755
Eberechi Eze,MF,5,211,0,173,73,England,advanced,24.3910588392529
Marc GuÃ©hi,DF,8,663,0,182,79,England,advanced,23.849776597029344
Dean Henderson,GK,1,90,0,188,84,England,advanced,23.766410140334994
Jordan Henderson,MF,1,7,0,182,78,England,advanced,23.54788069073783
Reece James,DF,5,319,0,172,82,England,advanced,27.717685235262305
Noni Madueke,MF,5,286,0,176,74,England,advanced,23.889462809917354
Nico O'Reilly,DF,7,461,0,193,77,England,advanced,20.671695884453275
Jordan Pickford,GK,7,660,0,185,77,England,advanced,22.498173849525198
Jarell Quansah,DF,3,197,0,193,83,England,advanced,22.28247738194314
Morgan Rogers,MF,7,339,0,189,79,England,advanced,22.11584222166233
Djed Spence,DF,8,404,0,183,71,England,advanced,21.20099137030069
John Stones,DF,5,330,0,188,78,England,advanced,22.068809416025353
Ivan Toney,FW,2,79,0,179,87,England,advanced,27.15271058955713
Ollie Watkins,"FW,MF",2,52,0,180,69,England,advanced,21.296296296296294
Bradley Barcola,MF,8,384,3,188,73,France,advanced,20.654142145767317
Ousmane Dembélé,MF,8,592,6,178,67,France,advanced,21.146319909102385
Désiré Doué,MF,8,400,1,178,78,France,advanced,24.61810377477591
Kylian Mbappé,FW,8,695,10,178,74,France,advanced,23.355636914530994
Maghnes Akliouche,MF,1,8,0,175,69,France,advanced,22.53061224489796
Rayan Cherki,MF,7,130,0,176,71,France,advanced,22.920971074380166
Lucas Digne,DF,6,463,0,178,73,France,advanced,23.04002019946976
Malo Gusto,DF,5,121,0,179,69,France,advanced,21.534908398614277
Theo HernÃ¡ndez,DF,5,257,0,184,81,France,advanced,23.92485822306238
Ibrahima KonatÃ©,DF,2,60,0,193,94,France,advanced,25.235576794007894
Manu KonÃ©,MF,5,385,0,181,79,France,advanced,24.114038033027075
Jules KoundÃ©,DF,8,599,0,178,83,France,advanced,26.19618735008206
Maxence Lacroix,DF,3,241,0,190,87,France,advanced,24.099722991689752
Mike Maignan,GK,8,720,0,187,88,France,advanced,25.165146272412706
Jean-Philippe Mateta,FW,3,24,0,192,87,France,advanced,23.600260416666668
Michael Olise,MF,8,646,0,178,78,France,advanced,24.61810377477591
Adrien Rabiot,MF,7,585,0,188,86,France,advanced,24.332277048438208
William Saliba,DF,6,479,0,193,92,France,advanced,24.69864962817794
AurÃ©lien TchouamÃ©ni,MF,4,360,0,185,81,France,advanced,23.66691015339664
Marcus Thuram,"FW,MF",1,1,0,189,89,France,advanced,24.915315920606925
Dayot Upamecano,DF,8,660,0,188,89,France,advanced,25.18107741059303
Warren ZaÃ¯re-Emery,MF,2,110,0,178,68,France,advanced,21.461936624163616
Issa Diop,DF,5,476,1,194,92,Morocco,advanced,24.444680624933575
Achraf Hakimi,DF,6,570,1,177,73,Morocco,advanced,23.301094832264035
Azzedine Ounahi,MF,6,435,2,182,63,Morocco,advanced,19.01944209636517
Soufiane Rahimi,FW,6,163,2,180,78,Morocco,advanced,24.074074074074073
Ismael Saibari,FW,5,381,3,185,81,Morocco,advanced,23.66691015339664
Gessime Yassine,MF,3,80,1,172,62,Morocco,advanced,20.9572742022715
Ayoube Amaimouni,MF,2,18,0,179,69,Morocco,advanced,21.534908398614277
Sofyan Amrabat,MF,3,147,0,173,83,Morocco,advanced,27.732299776136855
Neil El Aynaoui,MF,6,562,0,182,77,Morocco,advanced,23.24598478444632
Ayyoub Bouaddi,MF,5,381,0,186,72,Morocco,advanced,20.811654526534856
Yassine Bounou,GK,6,570,0,190,78,Morocco,advanced,21.606648199445985
Brahim DÃ­az,MF,6,457,0,170,68,Morocco,advanced,23.529411764705884
Redouane Halhal,DF,2,180,0,185,78,Morocco,advanced,22.79035792549306
Ayoub El Kaabi,FW,1,69,0,182,76,Morocco,advanced,22.944088878154812
Bilal El Khannouss,"MF,FW",6,461,0,180,69,Morocco,advanced,21.296296296296294
Noussair Mazraoui,DF,6,477,0,183,64,Morocco,advanced,19.1107527844964
Samir El Mourabet,MF,5,81,0,186,74,Morocco,advanced,21.389756041160826
Zakaria El Ouahdi,"DF,MF",1,17,0,171,68,Morocco,advanced,23.25501863821347
Chadi Riad,DF,4,344,0,186,78,Morocco,advanced,22.54595907041276
Marwane SaÃ¢dane,"DF,MF",1,4,0,185,73,Morocco,advanced,21.32943754565376
Anass Salah-Eddine,DF,4,212,0,181,66,Morocco,advanced,20.1459051921492
Amine Sbai,"FW,MF",1,6,0,175,72,Morocco,advanced,23.510204081632654
Chemsdine Talbi,MF,5,179,0,175,68,Morocco,advanced,22.20408163265306
Kevin De Bruyne,MF,5,382,1,181,68,Belgium,advanced,20.756387167668876
Charles De Ketelaere,"FW,MF",5,350,3,192,73,Belgium,advanced,19.80251736111111
Romelu Lukaku,FW,6,233,3,192,92,Belgium,advanced,24.95659722222222
Alexis Saelemaekers,MF,4,83,1,180,72,Belgium,advanced,22.22222222222222
Youri Tielemans,MF,5,474,2,177,72,Belgium,advanced,22.981901752370007
Leandro Trossard,"MF,FW",6,506,2,172,60,Belgium,advanced,20.281233098972418
Hans Vanaken,MF,6,319,1,194,77,Belgium,advanced,20.45913487086832
Timothy Castagne,DF,6,478,0,180,78,Belgium,advanced,24.074074074074073
Thibaut Courtois,GK,6,550,0,199,96,Belgium,advanced,24.24181207545264
Maxim De Cuyper,DF,6,442,0,186,72,Belgium,advanced,20.811654526534856
Jeremy Doku,MF,5,309,0,171,66,Belgium,advanced,22.571047501795427
Matias Fernandez-Pardo,"FW,MF",3,44,0,188,69,Belgium,advanced,19.52240832956089
Senne Lammens,GK,1,20,0,193,92,Belgium,advanced,24.69864962817794
Dodi Lukebakio,MF,3,164,0,184,77,Belgium,advanced,22.743383742911153
Brandon Mechele,DF,6,570,0,188,81,Belgium,advanced,22.917609778180175
Thomas Meunier,DF,3,190,0,190,87,Belgium,advanced,24.099722991689752
Diego Moreira,MF,1,58,0,179,73,Belgium,advanced,22.783308885490467
Nathan Ngoy,DF,4,335,0,183,73,Belgium,advanced,21.798202394816204
Amadou Onana,MF,4,106,0,187,76,Belgium,advanced,21.7335354170837
Nicolas Raskin,MF,6,341,0,179,73,Belgium,advanced,22.783308885490467
Joaquin Seys,DF,1,30,0,178,63,Belgium,advanced,19.883853048857468
Arthur Theate,DF,3,228,0,191,78,Belgium,advanced,21.380992845590857
Axel Witsel,"DF,MF",2,33,0,186,81,Belgium,advanced,23.413111342351716
Thelo Aasgaard,MF,1,90,1,170,78,Norway,advanced,26.989619377162633
Erling Haaland,FW,5,465,7,191,92,Norway,advanced,25.218606946081522
Antonio Nusa,FW,6,318,1,180,73,Norway,advanced,22.530864197530864
Marcus Pedersen,DF,4,236,1,178,76,Norway,advanced,23.98687034465345
Andreas Schjelderup,FW,6,252,1,176,73,Norway,advanced,23.56663223140496
Leo Ã˜stigÃ¥rd,DF,5,146,1,174,81,Norway,advanced,26.7538644470868
Kristoffer Ajer,DF,5,480,0,196,92,Norway,advanced,23.94835485214494
Fredrik André Bjørkan,DF,1,45,0,180,77,Norway,advanced,23.76543209876543
Fredrik Aursnes,"MF,DF",6,304,0,179,71,Norway,advanced,22.15910864205237
Patrick Berg,MF,6,445,0,180,69,Norway,advanced,21.296296296296294
Sander Berge,MF,5,480,0,190,96,Norway,advanced,26.59279778393352
Oscar Bobb,FW,6,225,0,174,69,Norway,advanced,22.79032897344431
Henrik Falchener,DF,1,65,0,183,79,Norway,advanced,23.589835468362743
Torbjørn Heggem,DF,5,443,0,192,79,Norway,advanced,21.43012152777778
Sondre Langås,DF,1,25,0,190,83,Norway,advanced,22.991689750692522
David Møller Wolfe,DF,5,430,0,185,78,Norway,advanced,22.79035792549306
Ørjan Nyland,GK,5,480,0,192,89,Norway,advanced,24.14279513888889
Jens Petter Hauge,"DF,FW",1,8,0,183,76,Norway,advanced,22.694018931589476
Julian Ryerson,DF,4,223,0,184,86,Norway,advanced,25.401701323251416
Egil Selvik,GK,1,90,0,191,88,Norway,advanced,24.12214577451276
Jørgen Strand Larsen,FW,2,105,0,193,78,Norway,advanced,20.940159467368254
Alexander Sørloth,FW,5,337,0,194,93,Norway,advanced,24.710383675204593
Morten Thorsby,MF,1,45,0,186,72,Norway,advanced,20.811654526534856
Kristian Thorstvedt,MF,2,63,0,171,83,Norway,advanced,28.384802161348794
Martin Ødegaard,MF,5,470,0,179,68,Norway,advanced,21.22280827689523
Breel Embolo,FW,6,501,2,185,83,Switzerland,advanced,24.251278305332356
Johan Manzambi,"MF,FW",4,199,3,182,74,Switzerland,advanced,22.34029706557179
Dan Ndoye,"MF,FW",6,406,2,184,76,Switzerland,advanced,22.448015122873343
Ruben Vargas,MF,6,284,2,174,77,Switzerland,advanced,25.43268595587264
Granit Xhaka,MF,6,600,1,185,79,Switzerland,advanced,23.08254200146092
Michel Aebischer,"MF,FW",4,156,0,178,78,Switzerland,advanced,24.61810377477591
Manuel Akanji,DF,6,600,0,187,91,Switzerland,advanced,26.023048986244955
Zeki Amdouni,"FW,MF",4,73,0,183,78,Switzerland,advanced,23.291229956104985
Eray CÃ¶mert,DF,1,31,0,183,78,Switzerland,advanced,23.291229956104985
Nico Elvedi,DF,6,600,0,188,83,Switzerland,advanced,23.48347668628339
Christian Fassnacht,"FW,MF",1,6,0,185,77,Switzerland,advanced,22.498173849525198
Remo Freuler,MF,6,592,0,180,77,Switzerland,advanced,23.76543209876543
Cedric Itten,"FW,MF",3,42,0,189,81,Switzerland,advanced,22.67573696145125
Luca Jaquez,DF,2,78,0,187,97,Switzerland,advanced,27.738854413909458
Ardon Jashari,MF,3,72,0,181,81,Switzerland,advanced,24.724520008546747
Gregor Kobel,GK,6,600,0,194,87,Switzerland,advanced,23.11616537357849
Miro Muheim,"DF,MF",3,87,0,182,77,Switzerland,advanced,23.24598478444632
Noah Okafor,"FW,MF",1,20,0,185,83,Switzerland,advanced,24.251278305332356
Fabian Rieder,"MF,FW",5,302,0,181,73,Switzerland,advanced,22.282592106468055
Ricardo RodrÃ­guez,DF,6,517,0,180,78,Switzerland,advanced,24.074074074074073
Djibril Sow,MF,4,253,0,183,84,Switzerland,advanced,25.082863029651524
Silvan Widmer,DF,5,175,0,182,78,Switzerland,advanced,23.54788069073783
Denis Zakaria,DF,4,357,0,191,76,Switzerland,advanced,20.832762259806476
Jonathan David,FW,5,420,3,180,81,Canada,advanced,25.0
Promise David,FW,4,80,1,196,91,Canada,advanced,23.688046647230323
Stephen EustÃ¡quio,MF,5,392,1,178,69,Canada,advanced,21.777553339224845
Cyle Larin,FW,4,190,2,188,86,Canada,advanced,24.332277048438208
Nathan Saliba,MF,3,182,1,173,71,Canada,advanced,23.722810651876106
Ali Ahmed,MF,4,234,0,180,69,Canada,advanced,21.296296296296294
Moïse Bombito,DF,3,193,0,191,83,Canada,advanced,22.75156931005181
Tajon Buchanan,MF,5,376,0,182,71,Canada,advanced,21.434609346697258
Mathieu ChoiniÃ¨re,MF,1,57,0,173,68,Canada,advanced,22.720438370810918
Derek Cornelius,DF,4,315,0,187,86,Canada,advanced,24.59321112985787
Maxime CrÃ©peau,GK,5,450,0,182,87,Canada,advanced,26.26494384736143
Alphonso Davies,"DF,FW",1,16,0,178,77,Canada,advanced,24.302487059714682
Luc De Fougerolles,DF,5,372,0,183,72,Canada,advanced,21.49959688255845
Alistair Johnston,DF,5,450,0,180,72,Canada,advanced,22.22222222222222
IsmaÃ«l KonÃ©,MF,2,146,0,188,76,Canada,advanced,21.50294250792214
Richie Laryea,DF,5,429,0,175,69,Canada,advanced,22.53061224489796
Liam Millar,MF,3,162,0,176,73,Canada,advanced,23.56663223140496
Jayden Nelson,"FW,MF",1,4,0,170,60,Canada,advanced,20.761245674740486
Tani Oluwaseyi,FW,5,259,0,187,79,Canada,advanced,22.59143813091595
Jonathan Osorio,MF,2,5,0,175,68,Canada,advanced,22.20408163265306
Jacob Shaffelburg,MF,5,92,0,181,73,Canada,advanced,22.282592106468055
Niko Sigur,MF,3,126,0,180,72,Canada,advanced,22.22222222222222
Julio Enciso,FW,5,386,1,168,63,Paraguay,advanced,22.321428571428577
MatÃ­as Galarza,MF,4,388,1,175,68,Paraguay,advanced,22.20408163265306
Mauricio,MF,4,173,1,174,73,Paraguay,advanced,24.111507464658473
Omar Alderete,DF,4,320,0,188,77,Paraguay,advanced,21.785875961973744
Miguel AlmirÃ³n,"MF,FW",4,282,0,174,69,Paraguay,advanced,22.79032897344431
JÃºnior Alonso,DF,5,390,0,185,83,Paraguay,advanced,24.251278305332356
Ãlex Arce,FW,2,53,0,187,79,Paraguay,advanced,22.59143813091595
Gabriel Ãvalos,FW,4,141,0,185,91,Paraguay,advanced,26.588750913075234
FabiÃ¡n Balbuena,DF,1,1,0,188,82,Paraguay,advanced,23.20054323223178
DamiÃ¡n Bobadilla,MF,4,189,0,181,76,Paraguay,advanced,23.198315069747565
Gustavo Caballero,"FW,MF",2,96,0,186,76,Paraguay,advanced,21.967857555786793
Juan CÃ¡ceres,DF,5,436,0,173,62,Paraguay,advanced,20.715693808680545
JosÃ© Canale,DF,4,161,0,187,79,Paraguay,advanced,22.59143813091595
AndrÃ©s Cubas,MF,5,480,0,163,66,Paraguay,advanced,24.840980089578082
Orlando Gill,GK,5,480,0,198,82,Paraguay,advanced,20.91623303744516
Diego GÃ³mez,MF,4,304,0,185,77,Paraguay,advanced,22.498173849525198
Gustavo GÃ³mez,DF,5,480,0,186,84,Paraguay,advanced,24.280263614290668
Kaku,MF,1,11,0,165,67,Paraguay,advanced,24.609733700642796
Alexandro Maidana,DF,2,55,0,173,73,Paraguay,advanced,24.3910588392529
Braian Ojeda,MF,1,22,0,173,68,Paraguay,advanced,22.720438370810918
Isidro Pitta,FW,1,45,0,185,78,Paraguay,advanced,22.79035792549306
Antonio Sanabria,FW,2,83,0,180,76,Paraguay,advanced,23.456790123456788
RamÃ³n Sosa,"FW,MF",1,12,0,178,68,Paraguay,advanced,21.461936624163616
Gustavo VelÃ¡squez,DF,5,246,0,179,78,Paraguay,advanced,24.343809494085704
Casemiro,MF,5,379,1,184,83,Brazil,advanced,24.515595463137995
Matheus Cunha,FW,5,290,3,183,76,Brazil,advanced,22.694018931589476
Vinicius Júnior,FW,5,440,4,177,73,Brazil,advanced,23.301094832264035
Gabriel Martinelli,MF,4,143,1,180,73,Brazil,advanced,22.530864197530864
Neymar,"FW,MF",2,39,1,174,68,Brazil,advanced,22.460034350640772
Alisson,GK,5,450,0,193,91,Brazil,advanced,24.43018604526296
Danilo,DF,5,405,0,184,78,Brazil,advanced,23.03875236294896
Endrick,FW,4,114,0,173,67,Brazil,advanced,22.386314277122523
Fabinho,"DF,MF",3,71,0,188,78,Brazil,advanced,22.068809416025353
Bruno GuimarÃ£es,MF,5,416,0,182,78,Brazil,advanced,23.54788069073783
Luiz Henrique,"FW,MF",1,29,0,182,77,Brazil,advanced,23.24598478444632
Roger Ibanez,DF,1,45,0,186,73,Brazil,advanced,21.10070528384784
Marquinhos,DF,5,450,0,183,73,Brazil,advanced,21.798202394816204
Lucas PaquetÃ¡,MF,4,233,0,180,72,Brazil,advanced,22.22222222222222
Raphinha,"MF,FW",2,129,0,176,63,Brazil,advanced,20.33832644628099
Rayan,"FW,MF",4,288,0,171,79,Brazil,advanced,27.01685988851271
Alex Sandro,"DF,MF",1,9,0,180,78,Brazil,advanced,24.074074074074073
Danilo Santos,MF,4,46,0,177,68,Brazil,advanced,21.705129432793896
Douglas Santos,DF,5,441,0,173,68,Brazil,advanced,22.720438370810918
Ã‰derson Silva,MF,2,22,0,185,87,Brazil,advanced,25.420014609203797
Igor Thiago,FW,1,61,0,188,84,Brazil,advanced,23.766410140334994
Mateo Chávez,DF,1,77,1,177,72,Mexico,advanced,22.981901752370007
Ãlvaro Fidalgo,MF,3,96,1,171,68,Mexico,advanced,23.25501863821347
Raúl Jiménez,FW,4,317,3,188,76,Mexico,advanced,21.50294250792214
Julián Quiñones,"FW,MF",5,410,4,176,78,Mexico,advanced,25.180785123966942
Luis Romo,MF,4,264,1,182,83,Mexico,advanced,25.057360222195385
Roberto Alvarado,"FW,MF",5,428,0,170,69,Mexico,advanced,23.87543252595156
Edson Ãlvarez,"MF,DF",4,240,0,185,76,Mexico,advanced,22.205989773557338
Luis ChÃ¡vez,MF,1,25,0,178,73,Mexico,advanced,23.04002019946976
JesÃºs Gallardo,DF,5,373,0,177,73,Mexico,advanced,23.301094832264035
Santiago GimÃ©nez,FW,4,86,0,182,78,Mexico,advanced,23.54788069073783
Armando GonzÃ¡lez,FW,1,15,0,179,68,Mexico,advanced,21.22280827689523
Brian GutiÃ©rrez,MF,4,198,0,178,72,Mexico,advanced,22.724403484408533
CÃ©sar Huerta,"FW,MF",1,7,0,173,68,Mexico,advanced,22.720438370810918
Erik Lira,MF,4,345,0,172,68,Mexico,advanced,22.985397512168742
Guillermo MartÃ­nez Ayala,FW,2,72,0,180,91,Mexico,advanced,28.086419753086417
CÃ©sar Montes,DF,4,314,0,191,87,Mexico,advanced,23.84803048162057
Gilberto Mora,MF,4,213,0,160,62,Mexico,advanced,24.218749999999996
Guillermo Ochoa,GK,1,13,0,183,83,Mexico,advanced,24.78425751739377
OrbelÃ­n Pineda,"FW,MF",2,31,0,168,64,Mexico,advanced,22.67573696145125
RaÃºl Rangel,GK,5,437,0,187,87,Mexico,advanced,24.879178701135288
Israel Reyes,DF,4,202,0,179,73,Mexico,advanced,22.783308885490467
Jorge SÃ¡nchez,DF,4,348,0,175,68,Mexico,advanced,22.20408163265306
Obed Vargas,MF,3,66,0,175,68,Mexico,advanced,22.20408163265306
Johan VÃ¡squez,DF,4,360,0,182,72,Mexico,advanced,21.736505252988767
Alexis Vega,"FW,MF",1,12,0,172,77,Mexico,advanced,26.027582477014604
Rafael Leão,MF,5,158,1,189,81,Mexico,advanced,22.67573696145125
Nuno Mendes,DF,5,395,1,176,69,Portugal,advanced,22.275309917355372
João Neves,MF,5,390,1,174,66,Portugal,advanced,21.79944510503369
Gonçalo Ramos,FW,2,36,1,184,83,Portugal,advanced,24.515595463137995
Cristiano Ronaldo,FW,5,440,3,187,78,Portugal,advanced,22.305470559638533
TomÃ¡s AraÃºjo,DF,1,90,0,187,81,Portugal,advanced,23.163373273470786
JoÃ£o Cancelo,DF,5,312,0,182,73,Portugal,advanced,22.03840115928028
Francisco ConceiÃ§Ã£o,MF,4,126,0,170,69,Portugal,advanced,23.87543252595156
Diogo Costa,GK,5,450,0,186,83,Portugal,advanced,23.991212856977683
Samu Costa,MF,1,21,0,183,78,Portugal,advanced,23.291229956104985
Diogo Dalot,"DF,MF",2,65,0,184,76,Portugal,advanced,22.448015122873343
RÃºben Dias,DF,4,360,0,186,86,Portugal,advanced,24.858365128916635
JoÃ£o FÃ©lix,MF,3,201,0,180,69,Portugal,advanced,21.296296296296294
Bruno Fernandes,MF,5,422,0,173,66,Portugal,advanced,22.052190183434128
RÃºben Neves,MF,2,55,0,180,83,Portugal,advanced,25.61728395061728
Matheus Nunes,"DF,MF",1,1,0,183,78,Portugal,advanced,23.291229956104985
NÃ©lson Semedo,"DF,MF",4,127,0,177,67,Portugal,advanced,21.38593635289987
Bernardo Silva,MF,4,97,0,173,64,Portugal,advanced,21.383941996057334
Francisco TrincÃ£o,"FW,MF",1,28,0,186,76,Portugal,advanced,21.967857555786793
Renato Veiga,DF,5,450,0,188,87,Portugal,advanced,24.615210502489816
Vitinha,MF,5,376,0,172,63,Portugal,advanced,21.29529475392104
Folarin Balogun,FW,4,312,3,179,69,USA,advanced,21.534908398614277
Sebastian Berhalter,MF,5,187,1,175,69,USA,advanced,22.53061224489796
Alex Freeman,DF,5,374,1,188,79,USA,advanced,22.351742870076958
Gio Reyna,MF,5,131,1,183,78,USA,advanced,23.291229956104985
Malik Tillman,MF,5,356,2,186,77,USA,advanced,22.25690831309978
Auston Trusty,DF,2,101,1,191,83,USA,advanced,22.75156931005181
Brenden Aaronson,MF,1,76,0,178,68,USA,advanced,21.461936624163616
Tyler Adams,MF,4,341,0,180,69,USA,advanced,21.296296296296294
Max Arfsten,MF,1,1,0,185,78,USA,advanced,22.79035792549306
SergiÃ±o Dest,MF,5,297,0,173,68,USA,advanced,22.720438370810918
Matt Freese,GK,4,360,0,193,87,USA,advanced,23.35633171360305
Weston McKennie,MF,5,443,0,185,84,USA,advanced,24.543462381300216
Mark McKenzie,DF,1,90,0,183,83,USA,advanced,24.78425751739377
Ricardo Pepi,FW,5,204,0,185,73,USA,advanced,21.32943754565376
Christian Pulisic,MF,4,223,0,172,73,USA,advanced,24.675500270416443
Tim Ream,DF,4,360,0,185,79,USA,advanced,23.08254200146092
Chris Richards,DF,4,360,0,188,83,USA,advanced,23.48347668628339
Antonee Robinson,"DF,MF",4,348,0,179,73,USA,advanced,22.783308885490467
Miles Robinson,DF,1,90,0,188,83,USA,advanced,23.48347668628339
Joe Scally,DF,2,87,0,179,79,USA,advanced,24.65590961580475
Matt Turner,GK,1,90,0,191,83,USA,advanced,22.75156931005181
Timothy Weah,MF,2,76,0,185,66,USA,advanced,19.284149013878743
Haji Wright,"FW,MF",2,2,0,188,79,USA,advanced,22.351742870076958
Alejandro Zendejas,"FW,MF",1,14,0,170,66,USA,advanced,22.837370242214536
Emam Ashour,MF,5,362,2,182,72,Egypt,advanced,21.736505252988767
Yasser Ibrahim,DF,5,467,1,185,82,Egypt,advanced,23.959094229364496
Mahmoud Saber,MF,2,46,1,170,73,Egypt,advanced,25.25951557093426
Mohamed Salah,"FW,MF",5,425,1,175,72,Egypt,advanced,23.510204081632654
Trézéguet,MF,4,164,1,179,71,Egypt,advanced,22.15910864205237
Mostafa Ziko,"FW,MF",5,370,2,182,73,Egypt,advanced,22.03840115928028
Hamza Abdelkarim,FW,4,60,0,182,76,Egypt,advanced,22.944088878154812
Hossam Abdelmaguid,DF,2,59,0,193,84,Egypt,advanced,22.550940964858118
Mohamed Abdelmonem,DF,2,14,0,183,78,Egypt,advanced,23.291229956104985
Ibrahim Adel,MF,1,3,0,178,69,Egypt,advanced,21.777553339224845
Marwan Attia,MF,5,434,0,170,58,Egypt,advanced,20.06920415224914
Hamdy Fathy,"DF,MF",4,238,0,180,77,Egypt,advanced,23.76543209876543
Ahmed Fatouh,DF,3,267,0,178,69,Egypt,advanced,21.777553339224845
Karim Hafez,DF,3,172,0,162,63,Egypt,advanced,24.005486968449926
Mohamed Hany,DF,5,480,0,175,68,Egypt,advanced,22.20408163265306
Haissem Hassan,MF,2,126,0,173,78,Egypt,advanced,26.061679307694877
Omar Marmoush,"FW,MF",5,326,0,177,79,Egypt,advanced,25.2162533116282
Ramy Rabia,DF,5,372,0,180,86,Egypt,advanced,26.54320987654321
Mostafa Shobeir,GK,5,480,0,185,78,Egypt,advanced,22.79035792549306
Zizo,MF,4,56,0,174,76,Egypt,advanced,25.102391333069097
Jhon Arias,MF,5,377,1,168,77,Colombia,advanced,27.281746031746035
Jaminton Campaz,"FW,MF",3,75,1,168,68,Colombia,advanced,24.092970521541954
Luis Díaz,"FW,MF",5,478,1,180,64,Colombia,advanced,19.753086419753085
Daniel MuÃ±oz,DF,5,394,2,183,73,Colombia,advanced,21.798202394816204
Santiago Arias,DF,1,86,0,175,72,Colombia,advanced,23.510204081632654
Kevin CastaÃ±o,MF,2,16,0,177,73,Colombia,advanced,23.301094832264035
